date,open,high,low,close,volume,dollar_volume,trade_count,sources
2011-01-04,0.300000,0.320000,0.300000,0.300000,206600,61980.00,6,local-cache
2011-01-05,0.350000,0.350000,0.300000,0.320000,234350,74992.00,9,local-cache
2011-01-06,0.350000,0.400000,0.350000,0.350000,54000,18900.00,3,local-cache
2011-01-07,0.350000,0.350000,0.350000,0.350000,5400,1890.00,2,local-cache
2011-01-10,0.300000,0.350000,0.300000,0.350000,101500,35525.00,4,local-cache
2011-01-11,0.310000,0.310000,0.310000,0.310000,5000,1550.00,1,local-cache
2011-01-12,0.300000,0.300000,0.300000,0.300000,13500,4050.00,1,local-cache
2011-01-13,0.350000,0.350000,0.300000,0.300000,28000,8400.00,3,local-cache
2011-01-14,0.300000,0.300000,0.270000,0.300000,136797,41039.10,4,local-cache
2011-01-18,0.350000,0.350000,0.251000,0.300000,472551,141765.30,6,local-cache
2011-01-19,0.300000,0.300000,0.300000,0.300000,138485,41545.50,5,local-cache
2011-01-20,0.280000,0.280000,0.240000,0.240000,795420,190900.80,10,local-cache
2011-01-21,0.250000,0.250000,0.230000,0.250000,209650,52412.50,9,local-cache
2011-01-24,0.250000,0.250000,0.225000,0.250000,691222,172805.50,7,local-cache
2011-01-25,0.230000,0.250000,0.230000,0.230000,22600,5198.00,3,local-cache
2011-01-26,0.250000,0.250000,0.240000,0.240000,7000,1680.00,2,local-cache
2011-01-27,0.250000,0.250000,0.240000,0.240000,457840,109881.60,7,local-cache
2011-01-31,0.230000,0.230000,0.220000,0.220000,47000,10340.00,2,local-cache
2011-02-01,0.230000,0.230000,0.210000,0.210000,69400,14574.00,6,local-cache
2011-02-02,0.210000,0.220000,0.210000,0.220000,142460,31341.20,3,local-cache
2011-02-03,0.210000,0.210000,0.210000,0.210000,6959,1461.39,3,local-cache
2011-02-04,0.210000,0.210000,0.210000,0.210000,19000,3990.00,3,local-cache
2011-02-07,0.210000,0.210000,0.210000,0.210000,835,175.35,1,local-cache
2011-02-08,0.200000,0.210000,0.190000,0.190000,11046,2098.74,4,local-cache
2011-02-09,0.200000,0.210000,0.200000,0.210000,25000,5250.00,2,local-cache
